Destination,Destination IP,Hop,IP,ASN,City,Region,Country,Loc,Postal,Timezone,RTT1,RTT2,RTT3,Source
temu.com,151.101.2.58,17.0,*,,,,,,,,*,*,*,tranco-top1k
amazon.co.uk,54.239.33.58,16.0,*,,,,,,,,*,*,*,tranco-top1k
steampowered.com,184.25.21.76,18.0,*,,,,,,,,*,*,*,tranco-top1k
cdngslb.com,115.238.23.241,12.0,*,,,,,,,,*,*,*,tranco-top1k
ipv4only.arpa,192.0.0.170,16.0,*,,,,,,,,*,*,*,tranco-top1k
issuu.com,151.101.1.55,15.0,*,,,,,,,,*,*,*,tranco-top1k
adsrvr.org,99.86.91.84,14.0,*,,,,,,,,*,*,*,tranco-top1k
aol.com,76.223.84.192,8.0,*,,,,,,,,*,*,*,tranco-top1k
mts.ru,178.248.237.216,10.0,*,,,,,,,,*,*,*,tranco-top1k
stripe.com,52.49.17.168,10.0,*,,,,,,,,*,*,*,tranco-top1k
reuters.com,155.46.172.255,9.0,*,,,,,,,,*,*,*,tranco-top1k
cdc.gov,198.246.106.49,2.0,192.178.105.172,AS15169 Google LLC,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,226.17,229.67,*,tranco-top1k
grammarly.com,65.9.112.53,10.0,*,,,,,,,,*,*,*,tranco-top1k
salesforce.com,184.31.10.133,20.0,*,,,,,,,,*,*,*,tranco-top1k
alibaba.com,47.246.137.105,2.0,116.251.72.93,"AS45102 Alibaba (US) Technology Co., Ltd.",Ashburn,Virginia,US,"39.0437,-77.4875",20147,America/New_York,232.06,220.4,*,tranco-top1k
www.gov.uk,151.101.0.144,10.0,*,,,,,,,,*,*,*,tranco-top1k
bidswitch.net,34.160.122.192,6.0,34.160.122.192,AS396982 Google LLC,Kansas City,Missouri,US,"39.0997,-94.5786",64106,America/Chicago,*,1.63,1.8,tranco-top1k
opendns.com,146.112.62.105,12.0,*,,,,,,,,*,*,*,tranco-top1k
mzstatic.com,17.253.142.4,11.0,*,,,,,,,,*,*,*,tranco-top1k
cisco.com,72.163.4.185,19.0,*,,,,,,,,*,*,*,tranco-top1k
go.com,13.248.150.189,2.0,*,,,,,,,,*,*,*,tranco-top1k
forter.com,141.193.213.20,5.0,*,,,,,,,,*,*,*,tranco-top1k
appcenter.ms,13.107.246.77,8.0,*,,,,,,,,*,*,*,tranco-top1k
launchpad.net,185.125.189.222,15.0,*,,,,,,,,*,*,*,tranco-top1k
sharethrough.com,99.83.190.102,7.0,150.222.8.81,,Mumbai,Maharashtra,IN,"19.0728,72.8826",400017,Asia/Kolkata,*,4.92,13.56,tranco-top1k
imdb.com,52.94.237.74,19.0,*,,,,,,,,*,*,*,tranco-top1k
pages.dev,104.18.20.135,2.0,192.178.105.90,AS15169 Google LLC,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,221.63,*,223.52,tranco-top1k
ipv4only.arpa,192.0.0.170,17.0,*,,,,,,,,*,*,*,tranco-top1k
launchdarkly.com,15.197.167.90,14.0,*,,,,,,,,*,*,*,tranco-top1k
oracle.com,138.1.33.162,19.0,*,,,,,,,,*,*,*,tranco-top1k
mikrotik.com,159.148.172.205,15.0,*,,,,,,,,*,*,*,tranco-top1k
amazon.co.uk,54.239.33.58,17.0,*,,,,,,,,*,*,*,tranco-top1k
temu.com,151.101.2.58,18.0,*,,,,,,,,*,*,*,tranco-top1k
ivi.ru,80.67.43.1,19.0,*,,,,,,,,*,*,*,tranco-top1k
ibm.com,184.86.239.248,5.0,184.25.96.24,AS20940 Akamai International B.V.,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,*,226.45,222.29,tranco-top1k
appsflyer.com,34.194.255.240,9.0,*,,,,,,,,*,*,*,tranco-top1k
smartadserver.com,34.160.41.36,1.0,*,,,,,,,,*,*,*,tranco-top1k
hp.com,15.72.80.135,16.0,*,,,,,,,,*,*,*,tranco-top1k
3lift.com,3.169.71.77,8.0,*,,,,,,,,*,*,*,tranco-top1k
dailymail.co.uk,184.26.129.4,6.0,*,,,,,,,,*,*,*,tranco-top1k
cloud.microsoft,20.76.201.171,5.0,104.44.29.132,AS8075 Microsoft Corporation,Paris,Île-de-France,FR,"48.8534,2.3488",75000,Europe/Paris,220.88,232.0,237.62,tranco-top1k
reuters.com,155.46.172.255,10.0,*,,,,,,,,*,*,*,tranco-top1k
php.net,185.85.0.29,7.0,*,,,,,,,,*,*,*,tranco-top1k
ys7.com,115.238.23.33,1.0,142.251.66.65,AS15169 Google LLC,New York City,New York,US,"40.7143,-74.0060",10001,America/New_York,242.94,224.45,235.61,tranco-top1k
www.gov.uk,151.101.0.144,11.0,*,,,,,,,,*,*,*,tranco-top1k
alibaba.com,47.246.137.105,3.0,*,,,,,,,,*,*,*,tranco-top1k
go.com,13.248.150.189,3.0,*,,,,,,,,*,*,*,tranco-top1k
sharethrough.com,99.83.190.102,8.0,150.222.8.48,,Mumbai,Maharashtra,IN,"19.0728,72.8826",400017,Asia/Kolkata,221.3,13.0,10.09,tranco-top1k
issuu.com,151.101.1.55,16.0,*,,,,,,,,*,*,*,tranco-top1k
aol.com,76.223.84.192,9.0,*,,,,,,,,*,*,*,tranco-top1k
taobao.com,59.82.122.130,1.0,66.249.95.132,AS15169 Google LLC,Paris,Île-de-France,FR,"48.8534,2.3488",75000,Europe/Paris,229.6,*,*,tranco-top1k
godaddy.com,208.109.192.70,18.0,*,,,,,,,,*,*,*,tranco-top1k
imdb.com,52.94.237.74,20.0,*,,,,,,,,*,*,*,tranco-top1k
pages.dev,104.18.20.135,3.0,162.158.20.248,"AS13335 Cloudflare, Inc.",Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,*,222.37,247.2,tranco-top1k
ibm.com,184.86.239.248,6.0,184.25.96.14,AS20940 Akamai International B.V.,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,245.21,225.94,226.38,tranco-top1k
tradingview.com,13.226.2.57,7.0,*,,,,,,,,*,*,*,tranco-top1k
forter.com,141.193.213.20,6.0,141.193.213.20,"AS209242 Cloudflare London, LLC",Austin,Texas,US,"30.2672,-97.7431",78701,America/Chicago,229.19,*,*,tranco-top1k
cdngslb.com,115.238.23.241,13.0,*,,,,,,,,*,*,*,tranco-top1k
temu.com,151.101.2.58,19.0,*,,,,,,,,*,*,*,tranco-top1k
grammarly.com,65.9.112.53,11.0,*,,,,,,,,*,*,*,tranco-top1k
linktr.ee,151.101.66.133,17.0,*,,,,,,,,*,*,*,tranco-top1k
mikrotik.com,159.148.172.205,16.0,*,,,,,,,,*,*,*,tranco-top1k
amazon.co.uk,54.239.33.58,18.0,*,,,,,,,,*,*,*,tranco-top1k
stripe.com,52.49.17.168,11.0,*,,,,,,,,*,*,*,tranco-top1k
appsflyer.com,34.194.255.240,10.0,*,,,,,,,,*,*,*,tranco-top1k
opendns.com,146.112.62.105,13.0,*,,,,,,,,*,*,*,tranco-top1k
wiley.com,63.97.118.67,1.0,142.251.250.194,AS15169 Google LLC,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,239.2,230.62,*,tranco-top1k
weibo.com,36.51.224.126,2.0,*,,,,,,,,*,*,*,tranco-top1k
oracle.com,138.1.33.162,20.0,*,,,,,,,,*,*,*,tranco-top1k
booking.com,13.226.2.123,7.0,*,,,,,,,,*,*,*,tranco-top1k
steampowered.com,184.25.21.76,19.0,*,,,,,,,,*,*,*,tranco-top1k
cloud.microsoft,20.76.201.171,6.0,*,,,,,,,,*,*,*,tranco-top1k
cdc.gov,198.246.106.49,3.0,*,,,,,,,,*,*,*,tranco-top1k
launchpad.net,185.125.189.222,16.0,*,,,,,,,,*,*,*,tranco-top1k
cisco.com,72.163.4.185,20.0,*,,,,,,,,*,*,*,tranco-top1k
www.gov.uk,151.101.0.144,12.0,*,,,,,,,,*,*,*,tranco-top1k
alibaba.com,47.246.137.105,4.0,*,,,,,,,,*,*,*,tranco-top1k
ys7.com,115.238.23.33,2.0,*,,,,,,,,*,*,*,tranco-top1k
dailymail.co.uk,184.26.129.4,7.0,*,,,,,,,,*,*,*,tranco-top1k
pages.dev,104.18.20.135,4.0,162.158.20.42,"AS13335 Cloudflare, Inc.",Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,*,*,221.02,tranco-top1k
launchdarkly.com,15.197.167.90,15.0,*,,,,,,,,*,*,*,tranco-top1k
godaddy.com,208.109.192.70,19.0,*,,,,,,,,*,*,*,tranco-top1k
smartadserver.com,34.160.41.36,2.0,142.251.233.175,AS15169 Google LLC,Yehud-Monosson,Tel Aviv,IL,"32.0284,34.8796",,Asia/Jerusalem,0.48,4.79,2.55,tranco-top1k
ibm.com,184.86.239.248,7.0,184.25.96.4,AS20940 Akamai International B.V.,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,226.98,239.04,245.09,tranco-top1k
3lift.com,3.169.71.77,9.0,*,,,,,,,,*,*,*,tranco-top1k
sharethrough.com,99.83.190.102,9.0,*,,,,,,,,*,*,*,tranco-top1k
reuters.com,155.46.172.255,11.0,*,,,,,,,,*,*,*,tranco-top1k
netflix.net,204.236.236.127,8.0,*,,,,,,,,*,*,*,tranco-top1k
linktr.ee,151.101.66.133,18.0,*,,,,,,,,*,*,*,tranco-top1k
mzstatic.com,17.253.142.4,12.0,*,,,,,,,,*,*,*,tranco-top1k
aol.com,76.223.84.192,10.0,*,,,,,,,,*,*,*,tranco-top1k
forter.com,141.193.213.20,7.0,141.193.213.20,"AS209242 Cloudflare London, LLC",Austin,Texas,US,"30.2672,-97.7431",78701,America/Chicago,*,*,235.79,tranco-top1k
appcenter.ms,13.107.246.77,9.0,*,,,,,,,,*,*,*,tranco-top1k
ivi.ru,80.67.43.1,20.0,*,,,,,,,,*,*,*,tranco-top1k
cdngslb.com,115.238.23.241,14.0,*,,,,,,,,*,*,*,tranco-top1k
shalltry.com,3.169.71.13,5.0,*,,,,,,,,*,*,*,tranco-top1k
taobao.com,59.82.122.130,2.0,146.188.112.49,AS702 Verizon Business,Paris,Île-de-France,FR,"48.8534,2.3488",75000,Europe/Paris,*,248.11,225.1,tranco-top1k
php.net,185.85.0.29,8.0,*,,,,,,,,*,*,*,tranco-top1k
mts.ru,178.248.237.216,11.0,*,,,,,,,,*,*,*,tranco-top1k
issuu.com,151.101.1.55,17.0,*,,,,,,,,*,*,*,tranco-top1k
nature.com,146.75.120.95,1.0,74.125.253.11,AS15169 Google LLC,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",60306,Europe/Berlin,248.89,*,226.37,tranco-top1k
mikrotik.com,159.148.172.205,17.0,*,,,,,,,,*,*,*,tranco-top1k
wiley.com,63.97.118.67,2.0,192.178.105.90,AS15169 Google LLC,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,240.55,221.49,227.69,tranco-top1k
dailymail.co.uk,184.26.129.4,8.0,80.231.7.27,AS6453 TATA COMMUNICATIONS (AMERICA) INC,Gebze,Kocaeli,TR,"40.8028,29.4307",41400,Europe/Istanbul,237.44,230.19,230.99,tranco-top1k
cloud.microsoft,20.76.201.171,7.0,51.10.16.45,AS8075 Microsoft Corporation,Bocholt,North Rhine-Westphalia,DE,"51.8388,6.6153",46397,Europe/Berlin,*,228.05,223.72,tranco-top1k
grammarly.com,65.9.112.53,12.0,*,,,,,,,,*,*,*,tranco-top1k
amazon.co.uk,54.239.33.58,19.0,*,,,,,,,,*,*,*,tranco-top1k
adsafeprotected.com,52.222.144.112,1.0,142.251.54.37,AS15169 Google LLC,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,223.62,233.31,229.77,tranco-top1k
www.gov.uk,151.101.0.144,13.0,*,,,,,,,,*,*,*,tranco-top1k
steampowered.com,184.25.21.76,20.0,*,,,,,,,,*,*,*,tranco-top1k
appsflyer.com,34.194.255.240,11.0,*,,,,,,,,*,*,*,tranco-top1k
pages.dev,104.18.20.135,5.0,104.18.20.135,"AS13335 Cloudflare, Inc.",San Francisco,California,US,"37.7621,-122.3971",94107,America/Los_Angeles,229.6,243.63,*,tranco-top1k
reg.ru,194.67.72.31,1.0,142.250.211.88,AS15169 Google LLC,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",60306,Europe/Berlin,*,231.82,219.65,tranco-top1k
adsrvr.org,99.86.91.84,15.0,*,,,,,,,,*,*,*,tranco-top1k
launchpad.net,185.125.189.222,17.0,*,,,,,,,,*,*,*,tranco-top1k
washingtonpost.com,104.102.37.96,1.0,142.251.250.194,AS15169 Google LLC,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,239.39,224.25,*,tranco-top1k
drom.ru,185.65.149.115,1.0,142.250.234.162,AS15169 Google LLC,Moscow,Moscow,RU,"55.7522,37.6156",101000,Europe/Moscow,*,230.57,*,tranco-top1k
ys7.com,115.238.23.33,3.0,*,,,,,,,,*,*,*,tranco-top1k
ipv4only.arpa,192.0.0.170,18.0,*,,,,,,,,*,*,*,tranco-top1k
php.net,185.85.0.29,9.0,*,,,,,,,,*,*,*,tranco-top1k
netflix.net,204.236.236.127,9.0,*,,,,,,,,*,*,*,tranco-top1k
3lift.com,3.169.71.77,10.0,*,,,,,,,,*,*,*,tranco-top1k
temu.com,151.101.2.58,20.0,*,,,,,,,,*,*,*,tranco-top1k
weibo.com,36.51.224.126,3.0,*,,,,,,,,*,*,*,tranco-top1k
cdngslb.com,115.238.23.241,15.0,*,,,,,,,,*,*,*,tranco-top1k
opendns.com,146.112.62.105,14.0,*,,,,,,,,*,*,*,tranco-top1k
cdc.gov,198.246.106.49,4.0,*,,,,,,,,*,*,*,tranco-top1k
hp.com,15.72.80.135,17.0,*,,,,,,,,*,*,*,tranco-top1k
ibm.com,184.86.239.248,8.0,184.25.100.1,AS20940 Akamai International B.V.,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,*,222.23,238.84,tranco-top1k
issuu.com,151.101.1.55,18.0,*,,,,,,,,*,*,*,tranco-top1k
smartadserver.com,34.160.41.36,3.0,192.178.244.14,AS15169 Google LLC,Yehud-Monosson,Tel Aviv,IL,"32.0284,34.8796",,Asia/Jerusalem,*,7.34,224.19,tranco-top1k
alibaba.com,47.246.137.105,5.0,*,,,,,,,,*,*,*,tranco-top1k
shalltry.com,3.169.71.13,6.0,*,,,,,,,,*,*,*,tranco-top1k
mikrotik.com,159.148.172.205,18.0,*,,,,,,,,*,*,*,tranco-top1k
wiley.com,63.97.118.67,3.0,162.158.20.246,"AS13335 Cloudflare, Inc.",Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,*,*,232.8,tranco-top1k
booking.com,13.226.2.123,8.0,*,,,,,,,,*,*,*,tranco-top1k
adsafeprotected.com,52.222.144.112,2.0,*,,,,,,,,*,*,*,tranco-top1k
dailymotion.com,195.8.215.136,1.0,72.14.235.97,AS15169 Google LLC,Paris,Île-de-France,FR,"48.8534,2.3488",75000,Europe/Paris,234.29,233.28,244.63,tranco-top1k
cloud.microsoft,20.76.201.171,8.0,104.44.22.242,AS8075 Microsoft Corporation,Amsterdam,North Holland,NL,"52.3740,4.8897",1012,Europe/Amsterdam,*,222.96,242.43,tranco-top1k
launchdarkly.com,15.197.167.90,16.0,*,,,,,,,,*,*,*,tranco-top1k
mts.ru,178.248.237.216,12.0,*,,,,,,,,*,*,*,tranco-top1k
taobao.com,59.82.122.130,3.0,*,,,,,,,,*,*,*,tranco-top1k
sharethrough.com,99.83.190.102,10.0,*,,,,,,,,*,*,*,tranco-top1k
wsj.com,13.226.2.41,1.0,108.170.238.109,AS15169 Google LLC,Tel Aviv,Tel Aviv,IL,"32.0809,34.7806",,Asia/Jerusalem,2.03,1.99,*,tranco-top1k
www.gov.uk,151.101.0.144,14.0,*,,,,,,,,*,*,*,tranco-top1k
washingtonpost.com,104.102.37.96,2.0,192.178.105.170,AS15169 Google LLC,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,*,226.34,*,tranco-top1k
reuters.com,155.46.172.255,12.0,*,,,,,,,,*,*,*,tranco-top1k
aol.com,76.223.84.192,11.0,*,,,,,,,,*,*,*,tranco-top1k
go.com,13.248.150.189,4.0,*,,,,,,,,*,*,*,tranco-top1k
grammarly.com,65.9.112.53,13.0,*,,,,,,,,*,*,*,tranco-top1k
amazon.co.uk,54.239.33.58,20.0,*,,,,,,,,*,*,*,tranco-top1k
opendns.com,146.112.62.105,15.0,*,,,,,,,,*,*,*,tranco-top1k
nature.com,146.75.120.95,2.0,*,,,,,,,,*,*,*,tranco-top1k
weibo.com,36.51.224.126,4.0,*,,,,,,,,*,*,*,tranco-top1k
dailymail.co.uk,184.26.129.4,9.0,*,,,,,,,,*,*,*,tranco-top1k
linktr.ee,151.101.66.133,19.0,*,,,,,,,,*,*,*,tranco-top1k
ipv4only.arpa,192.0.0.170,19.0,*,,,,,,,,*,*,*,tranco-top1k
smartadserver.com,34.160.41.36,4.0,192.178.109.11,AS15169 Google LLC,Tel Aviv,Tel Aviv,IL,"32.0809,34.7806",,Asia/Jerusalem,1.71,3.37,*,tranco-top1k
cdc.gov,198.246.106.49,5.0,4.79.214.2,"AS3356 Level 3 Parent, LLC",Atlanta,Georgia,US,"33.7490,-84.3880",30302,America/New_York,247.73,233.67,233.82,tranco-top1k
tradingview.com,13.226.2.57,8.0,*,,,,,,,,*,*,*,tranco-top1k
netflix.net,204.236.236.127,10.0,*,,,,,,,,*,*,*,tranco-top1k
washingtonpost.com,104.102.37.96,3.0,23.223.62.132,AS20940 Akamai International B.V.,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,247.1,220.12,*,tranco-top1k
drom.ru,185.65.149.115,2.0,87.245.255.130,AS9002 RETN Limited,Moscow,Moscow,RU,"55.7522,37.6156",101000,Europe/Moscow,*,*,234.11,tranco-top1k
pages.dev,104.18.20.135,6.0,104.18.20.135,"AS13335 Cloudflare, Inc.",San Francisco,California,US,"37.7621,-122.3971",94107,America/Los_Angeles,229.58,*,226.57,tranco-top1k
booking.com,13.226.2.123,9.0,*,,,,,,,,*,*,*,tranco-top1k
ibm.com,184.86.239.248,9.0,*,,,,,,,,*,*,*,tranco-top1k
launchpad.net,185.125.189.222,18.0,*,,,,,,,,*,*,*,tranco-top1k
reg.ru,194.67.72.31,2.0,*,,,,,,,,*,*,*,tranco-top1k
alibaba.com,47.246.137.105,6.0,*,,,,,,,,*,*,*,tranco-top1k
wiley.com,63.97.118.67,4.0,162.158.20.46,"AS13335 Cloudflare, Inc.",Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,228.68,247.34,*,tranco-top1k
mikrotik.com,159.148.172.205,19.0,*,,,,,,,,*,*,*,tranco-top1k
www.gov.uk,151.101.0.144,15.0,*,,,,,,,,*,*,*,tranco-top1k
grammarly.com,65.9.112.53,14.0,*,,,,,,,,*,*,*,tranco-top1k
dailymotion.com,195.8.215.136,2.0,195.8.214.248,AS41690 Dailymotion S.A.,Paris,Île-de-France,FR,"48.8534,2.3488",75000,Europe/Paris,237.5,239.56,*,tranco-top1k
ea.com,2.20.76.167,1.0,142.251.249.101,AS15169 Google LLC,Milan,Lombardy,IT,"45.4643,9.1895",20121,Europe/Rome,*,238.79,243.43,tranco-top1k
reuters.com,155.46.172.255,13.0,*,,,,,,,,*,*,*,tranco-top1k
stripe.com,52.49.17.168,12.0,*,,,,,,,,*,*,*,tranco-top1k
smartadserver.com,34.160.41.36,5.0,142.251.240.177,AS15169 Google LLC,Tel Aviv,Tel Aviv,IL,"32.0809,34.7806",,Asia/Jerusalem,*,1.24,1.24,tranco-top1k
mzstatic.com,17.253.142.4,13.0,*,,,,,,,,*,*,*,tranco-top1k
go.com,13.248.150.189,5.0,*,,,,,,,,*,*,*,tranco-top1k
ipv4only.arpa,192.0.0.170,20.0,*,,,,,,,,*,*,*,tranco-top1k
ipv4only.arpa,192.0.0.170,,All hops timeout,,,,,,,,,,,tranco-top1k
php.net,185.85.0.29,10.0,*,,,,,,,,*,*,*,tranco-top1k
appsflyer.com,34.194.255.240,12.0,*,,,,,,,,*,*,*,tranco-top1k
weibo.com,36.51.224.126,5.0,*,,,,,,,,*,*,*,tranco-top1k
3lift.com,3.169.71.77,11.0,*,,,,,,,,*,*,*,tranco-top1k
appcenter.ms,13.107.246.77,10.0,*,,,,,,,,*,*,*,tranco-top1k
arubanetworks.com,18.208.237.48,14.0,*,,,,,,,,*,*,*,tranco-top1k
adsrvr.org,99.86.91.84,16.0,*,,,,,,,,*,*,*,tranco-top1k
mts.ru,178.248.237.216,13.0,*,,,,,,,,*,*,*,tranco-top1k
launchdarkly.com,15.197.167.90,17.0,*,,,,,,,,*,*,*,tranco-top1k
drom.ru,185.65.149.115,3.0,139.45.243.1,"AS57304 JSC ""RetnNet""",Moscow,Moscow,RU,"55.7522,37.6156",101000,Europe/Moscow,*,244.84,241.83,tranco-top1k
debian.org,151.101.66.132,1.0,74.125.242.216,AS15169 Google LLC,Al Fujairah City,Fujairah,AE,"25.1164,56.3414",,Asia/Dubai,*,247.88,*,tranco-top1k
shalltry.com,3.169.71.13,7.0,*,,,,,,,,*,*,*,tranco-top1k
tradingview.com,13.226.2.57,9.0,*,,,,,,,,*,*,*,tranco-top1k
cdngslb.com,115.238.23.241,16.0,*,,,,,,,,*,*,*,tranco-top1k
reg.ru,194.67.72.31,3.0,5.56.18.73,AS201011 Core-Backbone GmbH,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",60306,Europe/Berlin,247.66,*,232.2,tranco-top1k
opendns.com,146.112.62.105,16.0,*,,,,,,,,*,*,*,tranco-top1k
ys7.com,115.238.23.33,4.0,157.130.246.110,AS701 Verizon Business,Los Angeles,California,US,"34.0522,-118.2437",90009,America/Los_Angeles,475.27,488.11,*,tranco-top1k
alibaba.com,47.246.137.105,7.0,*,,,,,,,,*,*,*,tranco-top1k
stripe.com,52.49.17.168,13.0,*,,,,,,,,*,*,*,tranco-top1k
www.gov.uk,151.101.0.144,16.0,*,,,,,,,,*,*,*,tranco-top1k
issuu.com,151.101.1.55,19.0,*,,,,,,,,*,*,*,tranco-top1k
dailymotion.com,195.8.215.136,3.0,*,,,,,,,,*,*,*,tranco-top1k
nature.com,146.75.120.95,3.0,*,,,,,,,,*,*,*,tranco-top1k
outbrain.com,151.101.2.132,1.0,74.125.242.216,AS15169 Google LLC,Al Fujairah City,Fujairah,AE,"25.1164,56.3414",,Asia/Dubai,241.56,*,232.39,tranco-top1k
smartadserver.com,34.160.41.36,6.0,34.160.41.36,AS396982 Google LLC,Kansas City,Missouri,US,"39.0997,-94.5786",64106,America/Chicago,1.51,3.16,*,tranco-top1k
wsj.com,13.226.2.41,2.0,*,,,,,,,,*,*,*,tranco-top1k
netflix.net,204.236.236.127,11.0,*,,,,,,,,*,*,*,tranco-top1k
dailymail.co.uk,184.26.129.4,10.0,*,,,,,,,,*,*,*,tranco-top1k
wiley.com,63.97.118.67,5.0,162.158.156.84,"AS13335 Cloudflare, Inc.",Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,225.27,*,*,tranco-top1k
grammarly.com,65.9.112.53,15.0,*,,,,,,,,*,*,*,tranco-top1k
mikrotik.com,159.148.172.205,20.0,*,,,,,,,,*,*,*,tranco-top1k
washingtonpost.com,104.102.37.96,4.0,23.223.62.36,AS20940 Akamai International B.V.,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,*,229.2,219.54,tranco-top1k
appsflyer.com,34.194.255.240,13.0,*,,,,,,,,*,*,*,tranco-top1k
mi.com,161.117.97.92,1.0,74.125.253.11,AS15169 Google LLC,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",60306,Europe/Berlin,*,239.18,*,tranco-top1k
launchdarkly.com,15.197.167.90,18.0,*,,,,,,,,*,*,*,tranco-top1k
php.net,185.85.0.29,11.0,*,,,,,,,,*,*,*,tranco-top1k
debian.org,151.101.66.132,2.0,192.178.252.232,AS15169 Google LLC,Al Fujairah City,Fujairah,AE,"25.1164,56.3414",,Asia/Dubai,230.31,245.04,*,tranco-top1k
appcenter.ms,13.107.246.77,11.0,*,,,,,,,,*,*,*,tranco-top1k
shalltry.com,3.169.71.13,8.0,*,,,,,,,,*,*,*,tranco-top1k
cloud.microsoft,20.76.201.171,9.0,*,,,,,,,,*,*,*,tranco-top1k
launchpad.net,185.125.189.222,19.0,*,,,,,,,,*,*,*,tranco-top1k
reg.ru,194.67.72.31,4.0,81.95.9.129,AS201011 Core-Backbone GmbH,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",60306,Europe/Berlin,222.71,*,226.72,tranco-top1k
tradingview.com,13.226.2.57,10.0,*,,,,,,,,*,*,*,tranco-top1k
ibm.com,184.86.239.248,10.0,*,,,,,,,,*,*,*,tranco-top1k
cdngslb.com,115.238.23.241,17.0,*,,,,,,,,*,*,*,tranco-top1k
adsrvr.org,99.86.91.84,17.0,*,,,,,,,,*,*,*,tranco-top1k
adsafeprotected.com,52.222.144.112,3.0,*,,,,,,,,*,*,*,tranco-top1k
ea.com,2.20.76.167,2.0,192.178.104.102,AS15169 Google LLC,Milan,Lombardy,IT,"45.4643,9.1895",20121,Europe/Rome,*,*,471.01,tranco-top1k
taobao.com,59.82.122.130,4.0,139.4.140.202,AS702 Verizon Business,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",60306,Europe/Berlin,221.37,226.4,241.63,tranco-top1k
3lift.com,3.169.71.77,12.0,*,,,,,,,,*,*,*,tranco-top1k
ys7.com,115.238.23.33,5.0,202.97.49.141,AS4134 CHINANET-BACKBONE,Shanghai,Shanghai,CN,"31.2222,121.4581",200000,Asia/Shanghai,*,*,480.33,tranco-top1k
cdc.gov,198.246.106.49,6.0,156.40.94.1,AS19050 U.S. Department of Health & Human Services,Atlanta,Georgia,US,"33.7490,-84.3880",30302,America/New_York,241.6,238.22,228.69,tranco-top1k
hp.com,15.72.80.135,18.0,*,,,,,,,,*,*,*,tranco-top1k
netflix.net,204.236.236.127,12.0,*,,,,,,,,*,*,*,tranco-top1k
dailymail.co.uk,184.26.129.4,11.0,*,,,,,,,,*,*,*,tranco-top1k
wsj.com,13.226.2.41,3.0,150.222.8.67,,Mumbai,Maharashtra,IN,"19.0728,72.8826",400017,Asia/Kolkata,4.39,4.28,4.44,tranco-top1k
etsy.com,151.101.1.224,1.0,74.125.242.216,AS15169 Google LLC,Al Fujairah City,Fujairah,AE,"25.1164,56.3414",,Asia/Dubai,238.51,248.73,244.69,tranco-top1k
smartadserver.com,34.160.41.36,7.0,34.160.41.36,AS396982 Google LLC,Kansas City,Missouri,US,"39.0997,-94.5786",64106,America/Chicago,*,*,219.81,tranco-top1k
arubanetworks.com,18.208.237.48,15.0,*,,,,,,,,*,*,*,tranco-top1k
issuu.com,151.101.1.55,20.0,*,,,,,,,,*,*,*,tranco-top1k
mts.ru,178.248.237.216,14.0,*,,,,,,,,*,*,*,tranco-top1k
alibaba.com,47.246.137.105,8.0,*,,,,,,,,*,*,*,tranco-top1k
opendns.com,146.112.62.105,17.0,*,,,,,,,,*,*,*,tranco-top1k
nature.com,146.75.120.95,4.0,*,,,,,,,,*,*,*,tranco-top1k
washingtonpost.com,104.102.37.96,5.0,*,,,,,,,,*,*,*,tranco-top1k
